,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
4515,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030722,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Nicholas C. Barnthouse, MD - Radiology , , Radiology and Imaging Sciences | University of Utah Health",101,908,,0,0,,0,0,,0,"Nicholas C. Barnthouse, MD",26,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030722&name=nicholas-c-barnthouse,,,,,,28496,245,10.145,3,,9,2,0,0.05,37,24,0,13,12,0,,,,,3edf617d9e800f9a7228aefae68f6f4a,0.091,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030722,2022-01-31 15:57:06
4516,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037356,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Nicholas J. Vollmer, PT - Physical Therapy , , Therapy Services | University of Utah Health",91,793,,0,0,,0,0,,0,"Nicholas J. Vollmer, PT",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037356&name=nicholas-j-vollmer,,,,,,27417,133,7.604,3,,9,2,0,0.05,39,25,0,12,10,0,,,,,5dbc2169a1546bb4f9caf1a7c3527c16,0.439,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6037356,2022-01-31 15:57:05
4517,https://healthcare.utah.edu/fertility/conditions/miscarriage-recurrent-pregnancy-loss.php,text/html; charset=UTF-8,200,OK,Indexable,,Recurrent Pregnancy Loss / Multiple Miscarriages | University of Utah Health,76,674,"Recurrent miscarriage or pregnancy loss can happen from multiple different causes. These can include, genetic anomalies, your age, or a medical conditions you already have. Find out more about treatments for recurrent miscarriage.",230,1444,,0,0,,0,Recurrent Pregnancy Loss,24,,0,What Causes Miscarriage?,24,Getting Pregnant After Multiple Miscarriages,44,"index,follow",,,,,,,,,45632,1255,19.774,3,,22,9,0,0.23,60,38,0,12,11,0,,,,,539a8951e49b9f7c06b5a2f281ff2f56,1.79,,,,,1.1,https://healthcare.utah.edu/fertility/conditions/miscarriage-recurrent-pregnancy-loss.php,2022-01-31 15:57:05
4518,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036074,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Nick R. Braukmann, MD - , , Outpatient Clinics | University of Utah Health",74,645,,0,0,,0,0,,0,"Nick R. Braukmann, MD",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036074&name=nick-r-braukmann,,,,,,26443,123,7.365,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,61b04f6100961898e9d9e55621ec225d,0.114,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036074,2022-01-31 15:57:07
4519,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017793,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Ramesh Grandhi, MD, MS - Brain Tumors , Cerebral Aneurysms , Neurosurgery | University of Utah Health",101,939,"Dr. Grandhi is a ABNS certified, dual-trained cerebrovascular neurosurgeon who treats vascular pathologies through both endovascular techniques and traditional",159,999,,0,0,,0,"Ramesh Grandhi, MD, MS",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017793&name=ramesh-grandhi,,,,,,123011,6339,35.14,3,,11,2,0,0.05,65,47,0,123,121,0,,,,,47c8b9a6e6698b9206cfdb629e65654d,0.091,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017793,2022-01-31 15:57:07
4520,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833346,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Paige A. Patterson, MD - Pain Medicine & Palliative Care , Pediatric Palliative Care , Internal Medicine | University of Utah Health",132,1127,"Paige Patterson, MD is an Assistant Professor in the Department of Internal Medicine at the University of Utah. She completed a fellowship in Hospice and Pallia",160,995,,0,0,,0,"Paige A. Patterson, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833346&name=paige-a-patterson,,,,,,54873,1217,16.317,3,,9,2,0,0.05,43,29,0,13,11,0,,,,,ad94746f152e3c86f39781e566192f32,0.092,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833346,2022-01-31 15:57:08
4521,https://healthcare.utah.edu/lymphedema/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,331,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.077,,http://healthcare.utah.edu/lymphedema/,HTTP Redirect,,1.1,https://healthcare.utah.edu/lymphedema/index.php,2022-01-31 15:57:08
4522,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036072,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"David B. Branson, MD - , , Outpatient Clinics | University of Utah Health",73,627,,0,0,,0,0,,0,"David B. Branson, MD",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036072&name=david-b-branson,,,,,,26439,123,7.362,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,3a79891345e519e3a59cdcce30d65651,0.455,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036072,2022-01-31 15:57:08
4523,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0047811,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Christine Tang, PA-C, MPAS - Physician Assistant , Family Medicine , Community Physician Group | University of Utah Health",122,1109,,0,0,,0,0,,0,"Christine Tang, PA-C, MPAS",26,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0047811&name=christine-tang,,,,,,33612,346,9.918,3,,9,2,0,0.05,39,25,0,12,10,0,,,,,e80acdffd9ba2a9fefd01d63df2820f9,0.112,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0047811,2022-01-31 15:57:08
4524,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036078,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Michael May, PT - Physical Therapy , , Therapy Services | University of Utah Health",83,735,,0,0,,0,0,,0,"Michael May, PT",15,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036078&name=michael-may,,,,,,26165,124,7.528,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,bcce341dafb39a316928d0a705d3b6d0,0.114,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036078,2022-01-31 15:57:09
4525,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0104894,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jenni Rowley, APRN - Family Medicine , LGBTQ , Family & Preventive Medicine | University of Utah Health",103,942,"Jenni Rowley, FNP-C, is a certified family nurse practitioner. She received her bachelor’s degree in Human Biology from the University of Utah and her Bachelo",158,987,,0,0,,0,"Jenni Rowley, APRN",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0104894&name=jenni-rowley,,,,,,74545,1926,16.936,3,,11,2,0,0.05,43,27,0,13,11,0,,,,,2dee0aa138412a9509f5e23e6071dfe3,0.12,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0104894,2022-01-31 15:57:09
4526,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0726088,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Quinn T. Orb, MD - Otolaryngology, Head & Neck Surgery , Pediatric Otolaryngology , Surgery | University of Utah Health",119,1065,"Quinn Orb, MD, is an Assistant Professor within the Division of Otolaryngology – Head and Neck Surgery at the University of Utah. An Idaho native, Dr. Orb re",157,979,,0,0,,0,"Quinn T. Orb, MD",16,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0726088&name=quinn-t-orb,,,,,,35187,907,20.218,3,,9,2,0,0.05,38,25,0,21,20,0,,,,,a6b655e4959016317610b8e36b064da9,0.121,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0726088,2022-01-31 15:57:09
4527,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0859973,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Brett J. Fechter, PT - Physical Therapy , , Therapy Services | University of Utah Health",88,758,,0,0,,0,0,,0,"Brett J. Fechter, PT",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0859973&name=brett-j-fechter,,,,,,25598,121,7.251,3,,9,2,0,0.05,37,24,0,12,10,0,,,,,a6b3eeef1ec4b8be8bf4ea0a68abdb44,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0859973,2022-01-31 15:57:09
4528,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0613689,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jillian Barker, PA-C - Physician Assistant , Pulmonary , Internal Medicine | University of Utah Health",102,874,,0,0,,0,0,,0,"Jillian Barker, PA-C",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0613689&name=jillian-barker,,,,,,26421,125,7.508,3,,9,2,0,0.05,38,25,0,11,10,0,,,,,3f761ad7d00bcb523e474439fe5b0b0d,0.116,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0613689,2022-01-31 15:57:09
4529,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0464743,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Brandon A. Zielinski, MD, PhD - Pediatric Neurology , , Pediatrics | University of Utah Health",94,809,"Dr. Brandon Zielinski, MD, PhD, is the Director of Inpatient Neurology at PCMC. He joined the Division of Pediatric Neurology in 2010 after completing his neur",159,982,,0,0,,0,"Brandon A. Zielinski, MD, PhD",29,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0464743&name=brandon-a-zielinski,,,,,,58977,3479,41.968,3,,9,2,0,0.05,37,24,0,58,56,0,,,,,2250e8732866abd8a9eaf85663315ef5,0.42,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0464743,2022-01-31 15:57:10
4530,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833343,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Rebecca S. Overbury, MD, MS - Pediatric Rheumatology , , Internal Medicine | University of Utah Health",102,913,Rebecca S. Overbury is an Assistant Professor at the University of Utah where she has been a faculty member since 2018. She has dual appointments through the D,159,1025,,0,0,,0,"Rebecca S. Overbury, MD, MS",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833343&name=rebecca-s-overbury,,,,,,85111,3017,23.714,3,,9,2,0,0.05,42,28,0,18,15,0,,,,,316042777f8c6583e0b69ca2d57b42f,0.14,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0833343,2022-01-31 15:57:10
4531,http://healthcare.utah.edu/vein-treatment/,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,336,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.235,,https://healthcare.utah.edu/vein-treatment/,HTTP Redirect,,1.1,http://healthcare.utah.edu/vein-treatment/,2022-01-31 15:57:11
4532,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0847989,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Rachel G. Simpson, MD - Cataract Surgery , Comprehensive Ophthalmology , Ophthalmology/Visual Sciences | University of Utah Health",130,1205,"Dr. Simpson specializes in the medical and surgical treatment of glaucoma—including the newest micro-invasive techniques such as iStent, GATT and Xen Gel Sten",158,1013,,0,0,,0,"Rachel G. Simpson, MD",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0847989&name=rachel-g-simpson,,,,,,81348,1782,15.268,3,,9,2,0,0.05,51,35,0,12,10,0,,,,,155a03f4cd155eddf63bceb33483479a,0.126,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0847989,2022-01-31 15:57:11
4533,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029148,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Bruce E. Herman, MD - Pediatric Emergency Medicine , , Pediatrics | University of Utah Health",93,829,Dr. Herman received his medical degree from the University of North Carolina at Chapel Hill and completed his Pediatric residency at Primary Children’s Medic,157,979,,0,0,,0,"Bruce E. Herman, MD",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029148&name=bruce-e-herman,,,,,,35878,687,16.388,3,,9,2,0,0.05,38,25,0,15,13,0,,,,,bbeab8e450d1c89cd4d8ab127d6e115c,0.127,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029148,2022-01-31 15:57:11
4534,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030771,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Carrie D. Norris, MD - Radiology , , Radiology and Imaging Sciences | University of Utah Health",95,837,,0,0,,0,0,,0,"Carrie D. Norris, MD",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030771&name=carrie-d-norris,,,,,,29131,294,11.02,3,,9,2,0,0.05,37,24,0,15,14,0,,,,,1b8eae27b4819facb5ff07efed0930c4,0.11,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6030771,2022-01-31 15:57:11
4535,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024081,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Vaia Florou, MD - Gastrointestinal Malignancies , Medical Oncology , Internal Medicine | University of Utah Health",114,995,"Vaia Florou is an Assistant Professor in the Division of Oncology at Huntsman Cancer Institute of the University of Utah in Salt Lake City, Utah. Her clinical",158,959,,0,0,,0,"Vaia Florou, MD",15,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024081&name=vaia-florou,,,,,,75932,1715,16.009,3,,11,2,0,0.05,40,25,0,12,10,0,,,,,8bed53d80758d3e190667944cce9bc7,0.107,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024081,2022-01-31 15:57:12
4536,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024087,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"David P. Ng, MD, FCAP, BSEE - Flow Cytometry , Hematopathology , Pathology | University of Utah Health",102,940,Dr. Ng is an assistant professor of pathology at the University of Utah school of Medicine.  He received his undergraduate degree at the University of Illinois,159,962,,0,0,,0,"David P. Ng, MD, FCAP, BSEE",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024087&name=david-p-ng,,,,,,35106,1071,23.61,3,,10,2,0,0.05,39,25,0,17,16,0,,,,,36a271001f1ffab4754879f702018468,0.12,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6024087,2022-01-31 15:57:12
4537,https://healthcare.utah.edu/the-scope/shows.php?shows=0_47h1efzl,text/html; charset=utf-8,200,OK,Indexable,,The Dangers of Frostbite | University of Utah Health,52,454,,0,0,,0,0,,0,The Dangers of Frostbite,24,,0,Related Podcasts,16,,0,"index,follow",,,,,,,,,42389,1765,26.058,3,,14,2,0,0.05,52,32,0,15,13,0,,,,,8262865e36e33fe9f201ba169c629887,1.269,,,,,1.1,https://healthcare.utah.edu/the-scope/shows.php?shows=0_47h1efzl,2022-01-31 15:57:12
4538,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017747,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.621,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017747&name=katherine-sell,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6017747,2022-01-31 15:57:00
4539,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0034509,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Salman Masud, MD - Anesthesiology , , Anesthesiology | University of Utah Health",80,722,Salmon Masud: Dr. Masud practices at the Shriners Hospital and has a special interest in orthopedic anesthesia for pediatric patients.,134,830,,0,0,,0,"Salman Masud, MD",16,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0034509&name=salman-masud,,,,,,31023,345,12.122,3,,10,2,0,0.05,39,24,0,11,10,0,,,,,f760079b78fd95c336d30ba35505266c,0.494,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0034509,2022-01-31 15:57:15
4540,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029143,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Theodore J. Pysher, MD - Pathology , Pediatric Pathology , Pathology | University of Utah Health",96,846,"Dr. Pysher is an expert with over 30 years experience in perinatal and pediatric surgical and autopsy pathology, and pediatric laboratory medicine.",147,906,,0,0,,0,"Theodore J. Pysher, MD",22,,0,"Chief, Division of Pediatric Pathology",38,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029143&name=theodore-j-pysher,,,,,,33316,681,17.521,3,,10,2,0,0.05,39,25,0,19,18,0,,,,,bdd8ac523ccd4e2109397b4599b62510,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0029143,2022-01-31 15:57:15
4541,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0127525,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.922,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0127525&name=chari-d-larsen,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0127525,2022-01-31 15:57:02
4542,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125762,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Marlana M. Li, MD - Family Medicine , Obstetrics , Family & Preventive Medicine | University of Utah Health",107,941,"Marlana Li, MD is a Board-Certified Family Medicine physician who received her medical degree from Loyola University Chicago Stritch School of Medicine, and co",159,1013,,0,0,,0,"Marlana M. Li, MD",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125762&name=marlana-m-li,,,,,,82786,2063,16.701,3,,9,2,0,0.05,53,37,0,12,10,0,,,,,4d4a52c61518af6ccc8fec33d812306d,0.433,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0125762,2022-01-31 15:57:17
4543,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036085,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Claire Walker, MD - , , Outpatient Clinics | University of Utah Health",70,593,,0,0,,0,0,,0,"Claire Walker, MD",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036085&name=claire-walker,,,,,,26472,124,7.44,3,,9,2,0,0.05,38,24,0,13,11,0,,,,,3b3eb230dac412ac884723fff658b62e,0.11,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6036085,2022-01-31 15:57:17
4544,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016435,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.149,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016435&name=laura-w-bickel,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6016435,2022-01-31 15:57:06
4545,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012079,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,14.953,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012079&name=kevin-walker,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6012079,2022-01-31 15:57:06
4546,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0102220,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Eric R. Scaife, MD - Pediatric Trauma Surgery , Pediatric Surgery , Surgery | University of Utah Health",103,896,"Dr. Eric R. Scaife clinical interests include all aspects of Pediatric Surgery including common issues as inguinal hernia, umbilical hernia, hydrocele, undesce",159,963,,0,0,,0,"Eric R. Scaife, MD",18,,0,"Chief, Division of Pediatric Surgery",36,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0102220&name=eric-r-scaife,,,,,,43557,1382,25.118,3,,9,2,0,0.05,42,27,0,34,33,0,,,,,1aa14dea1c9c17bf1f53a735643a7500,0.455,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0102220,2022-01-31 15:57:21
4547,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6029766,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Neil S. Patel, MD - Acoustic Tumors , Cochlear Implantation , Surgery | University of Utah Health",97,845,"Neil Patel, MD, is an Assistant Professor of Neurotology and Skull Base Surgery within the Division of Otolaryngology – Head and Neck Surgery at the Universi",157,984,,0,0,,0,"Neil S. Patel, MD",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6029766&name=neil-s-patel,,,,,,77935,3289,29.11,3,,9,2,0,0.05,46,30,0,57,55,0,,,,,4902b47accae1ec75e68d5087e5e4027,0.491,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6029766,2022-01-31 15:57:21
