,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
532,https://health.universityofcalifornia.edu/node/589,text/html; charset=UTF-8,200,OK,Indexable,,UCH chart student disciplines | University of California Health,63,540,,0,0,,0,UCH chart student disciplines,29,,0,,0,,,,https://health.universityofcalifornia.edu/node/589,,,,,,33862,82,4.905,3,,3,2,0,1.31,70,43,0,10,9,0,,,,,fbbd621e3a1ecb133186a2a02efe1f89,0.417,,,,,1.1,https://health.universityofcalifornia.edu/node/589,2022-02-04 10:29:43
533,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCSF_hospitals_day1-16.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,13068498,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.295,"Wed, 03 Nov 2021 15:38:11 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCSF_hospitals_day1-16.jpeg,2022-02-04 10:29:43
534,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/uch-medical-professionals.jpeg?itok=r4Ikhgr7,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5301,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.252,"Wed, 10 Nov 2021 00:02:38 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/uch-medical-professionals.jpeg?itok=r4Ikhgr7,2022-02-04 10:29:43
535,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/gaen-infographic-343_2.jpg?itok=xvuyWzNc,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3523,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.236,"Wed, 10 Nov 2021 00:01:54 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/gaen-infographic-343_2.jpg?itok=xvuyWzNc,2022-02-04 10:29:43
536,https://health.universityofcalifornia.edu/news/uc-experts-take-covid-19-0,text/html; charset=UTF-8,200,OK,Indexable,,UC experts take on COVID-19 | University of California Health,61,542,"The University of California has been on the front lines in the fight against SARS-CoV-2, the virus that causes COVID-19, since the earliest indications of its emergence in China.",179,1098,,0,UC experts take on COVID-19,27,,0,,0,,,,https://health.universityofcalifornia.edu/news/uc-experts-take-covid-19-0,,,,,,39137,835,16.435,3,,2,2,0,1.31,70,43,0,19,18,0,,,,,c7cea29f536b327cbc302a408e3ee42,0.428,,,,,1.1,https://health.universityofcalifornia.edu/news/uc-experts-take-covid-19-0,2022-02-04 10:29:44
537,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-chart_hospital_inpatient%20days.png?itok=oao4exlB,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19205,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.23,"Sun, 07 Nov 2021 23:55:58 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/UCH-chart_hospital_inpatient%20days.png?itok=oao4exlB,2022-02-04 10:29:44
538,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCR-providers-with-child.jpeg?itok=jh8KbyG8,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,19085,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.251,"Tue, 09 Nov 2021 01:24:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-06/UCR-providers-with-child.jpeg?itok=jh8KbyG8,2022-02-04 10:29:44
539,https://health.universityofcalifornia.edu/news/distinguished-academic-health-science-professional-appointed-executive-vice-president-uc-0,text/html; charset=UTF-8,200,OK,Indexable,,Distinguished academic health science professional appointed as executive vice president for UC Health | University of California Health,136,1193,"The University of California Board of Regents approved today (July 18) Dr. Carrie L. Byington as the next executive vice president of UC Health, comprised of UC’s five academic medical centers, a community-based health system and 18 health professional schools.",261,1648,,0,Distinguished academic health science professional appointed as executive vice president for UC Health,102,,0,,0,,,,https://health.universityofcalifornia.edu/news/distinguished-academic-health-science-professional-appointed-executive-vice-president-uc-0,,,,,,39464,774,15.8,3,,2,2,0,1.31,70,43,0,13,12,0,,,,,3d98600b90c061b30ff7ed7604cd22ca,0.439,,,,,1.1,https://health.universityofcalifornia.edu/news/distinguished-academic-health-science-professional-appointed-executive-vice-president-uc-0,2022-02-04 10:29:44
540,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uchealth-hospitals-usnwr-ranking-m_0.jpeg?itok=-Q82mhxQ,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5094,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.168,"Wed, 10 Nov 2021 00:02:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uchealth-hospitals-usnwr-ranking-m_0.jpeg?itok=-Q82mhxQ,2022-02-04 10:29:44
541,https://health.universityofcalifornia.edu/reports/current-future-health-professions-workforce-needs-san-joaquin-valley,text/html; charset=UTF-8,200,OK,Indexable,,Current & Future Health Professions Workforce Needs in the San Joaquin Valley   | University of California Health,113,984,,0,0,,0,Current & Future Health Professions Workforce Needs in the San Joaquin Valley  ,79,,0,,0,,,,https://health.universityofcalifornia.edu/reports/current-future-health-professions-workforce-needs-san-joaquin-valley,,,,,,36069,157,5.939,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,48788bbc5dd00f5532b2ac3ed391949b,0.126,,,,,1.1,https://health.universityofcalifornia.edu/reports/current-future-health-professions-workforce-needs-san-joaquin-valley,2022-02-04 10:29:44
542,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/fabian-rivera-chavez_0.jpg?h=75334513&itok=Ul9z6tpz,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,62216,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.24,"Tue, 09 Nov 2021 09:20:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/fabian-rivera-chavez_0.jpg?h=75334513&itok=Ul9z6tpz,2022-02-04 10:29:44
543,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/Volunteers_for_Clinical_Trials.png?h=c50fde00&itok=OzBGC7U2,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,469171,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.233,"Sun, 07 Nov 2021 04:33:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/Volunteers_for_Clinical_Trials.png?h=c50fde00&itok=OzBGC7U2,2022-02-04 10:29:44
544,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/feature%20carousel%20climate-change-health-research_0.jpeg?h=c9f93661&itok=8B9exC99,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,55529,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.241,"Thu, 04 Nov 2021 12:34:39 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/feature%20carousel%20climate-change-health-research_0.jpeg?h=c9f93661&itok=8B9exC99,2022-02-04 10:29:44
545,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-10/david-julius-in-office.jpg?h=10d202d3&itok=R3QZDsrp,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,46844,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.306,"Fri, 05 Nov 2021 08:00:57 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-10/david-julius-in-office.jpg?h=10d202d3&itok=R3QZDsrp,2022-02-04 10:29:44
546,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-10/ardem-patapoutian-nobel-prize-interview.jpg?h=71b19416&itok=E-JLwWdD,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,41927,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.209,"Fri, 05 Nov 2021 13:12:38 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-10/ardem-patapoutian-nobel-prize-interview.jpg?h=71b19416&itok=E-JLwWdD,2022-02-04 10:29:44
547,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uc-health-child-visit_0.jpg?itok=uP9_tvt2,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3887,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.278,"Tue, 09 Nov 2021 23:42:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-06/uc-health-child-visit_0.jpg?itok=uP9_tvt2,2022-02-04 10:29:44
548,https://health.universityofcalifornia.edu/reports/improving-health-care-access-san-joaquin-valley-regional-approach-through-collaboration-and,text/html; charset=UTF-8,200,OK,Indexable,,Improving Health Care Access in the San Joaquin Valley: A Regional Approach through Collaboration and Innovation  | University of California Health,147,1300,,0,0,,0,Improving Health Care Access in the San Joaquin Valley: A Regional Approach through Collaboration and Innovation ,113,,0,,0,,,,https://health.universityofcalifornia.edu/reports/improving-health-care-access-san-joaquin-valley-regional-approach-through-collaboration-and,,,,,,36599,160,5.844,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,2dcdd9a9743eddbc542119e85eef9556,0.448,,,,,1.1,https://health.universityofcalifornia.edu/reports/improving-health-care-access-san-joaquin-valley-regional-approach-through-collaboration-and,2022-02-04 10:29:44
549,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-med-profs-cath-lab-228.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,10130,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.248,"Wed, 03 Nov 2021 15:38:27 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-med-profs-cath-lab-228.jpeg,2022-02-04 10:29:45
550,https://health.universityofcalifornia.edu/news/university-california-health-delivered-14-billion-community-benefits-during-past-reporting-0,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health delivered $1.4 billion in community benefits during past reporting year | University of California Health,137,1157,"The University of California’s academic health centers delivered a net total of $1.4 billion of community benefits during the 2018-2019 reporting period, the most recently completed fiscal year.",194,1181,,0,University of California Health delivered $1.4 billion in community benefits during past reporting year,103,About University of California Health,37,,0,,,,https://health.universityofcalifornia.edu/news/university-california-health-delivered-14-billion-community-benefits-during-past-reporting-0,,,,,,42283,1064,19.882,3,,2,2,0,1.31,71,44,0,15,14,0,,,,,884381c03c8a22754f8acbdbc36e72d,0.426,,,,,1.1,https://health.universityofcalifornia.edu/news/university-california-health-delivered-14-billion-community-benefits-during-past-reporting-0,2022-02-04 10:29:45
551,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/feature%20carousel%20wisdom-study_0.jpeg?h=c9f93661&itok=jM_egDYN,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,58629,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.148,"Thu, 04 Nov 2021 19:26:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/feature%20carousel%20wisdom-study_0.jpeg?h=c9f93661&itok=jM_egDYN,2022-02-04 10:29:45
552,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-chart-Cancer-Types_treated.png?itok=Fn9gctTx,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26114,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.251,"Tue, 09 Nov 2021 11:42:30 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-chart-Cancer-Types_treated.png?itok=Fn9gctTx,2022-02-04 10:29:45
553,https://health.universityofcalifornia.edu/sites/default/files/inline-images/TRPV1_0.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,32517,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.201,"Wed, 03 Nov 2021 15:38:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/TRPV1_0.jpg,2022-02-04 10:29:45
554,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-provider-child-383.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,17780,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.21,"Wed, 03 Nov 2021 15:38:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-provider-child-383.jpg,2022-02-04 10:29:45
555,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-06-01%20at%204.34.28%20PM.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,143357,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.255,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Screen%20Shot%202021-06-01%20at%204.34.28%20PM.png,2022-02-04 10:29:46
556,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_cardiac%20surgery.png?itok=n_6RWELo,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,26994,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.258,"Thu, 04 Nov 2021 23:08:32 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_cardiac%20surgery.png?itok=n_6RWELo,2022-02-04 10:29:46
557,https://health.universityofcalifornia.edu/sites/default/files/inline-images/byington-pic.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,16842,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.288,"Wed, 03 Nov 2021 15:38:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/byington-pic.jpg,2022-02-04 10:29:46
558,https://health.universityofcalifornia.edu/reports/veterinarian-workforce-and-education-california,text/html; charset=UTF-8,200,OK,Indexable,,Veterinarian Workforce and Education in California | University of California Health,84,723,,0,0,,0,Veterinarian Workforce and Education in California,50,,0,,0,,,,https://health.universityofcalifornia.edu/reports/veterinarian-workforce-and-education-california,,,,,,35708,119,5.291,3,,3,2,0,1.31,70,43,0,14,13,0,,,,,76ccaddeecaeda85fdcd8121e3574f9d,0.141,,,,,1.1,https://health.universityofcalifornia.edu/reports/veterinarian-workforce-and-education-california,2022-02-04 10:29:46
559,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/2018_04_13_UCSF_day2-14.jpeg?h=9eb0d413&itok=EobnWvHe,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,87994,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.206,"Thu, 04 Nov 2021 12:35:33 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-06/2018_04_13_UCSF_day2-14.jpeg?h=9eb0d413&itok=EobnWvHe,2022-02-04 10:29:46
560,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/veterinarian-workforce-and-education-in-california_0.jpg?itok=IRJRtlsf,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,20606,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.196,"Tue, 09 Nov 2021 01:24:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/veterinarian-workforce-and-education-in-california_0.jpg?itok=IRJRtlsf,2022-02-04 10:29:46
561,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_doctors%20slide.png?itok=WAPlKrds,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,20603,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.17,"Sun, 07 Nov 2021 05:49:48 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_doctors%20slide.png?itok=WAPlKrds,2022-02-04 10:29:46
562,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/21st%20Century%20byington_0.jpg?itok=_fxx6MT5,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3703,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.191,"Tue, 09 Nov 2021 23:42:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-05/21st%20Century%20byington_0.jpg?itok=_fxx6MT5,2022-02-04 10:29:46
563,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/Massage_Gun_1176_iStock.jpg?itok=Jh0s4oKn,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4012,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.491,"Fri, 04 Feb 2022 15:29:47 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/Massage_Gun_1176_iStock.jpg?itok=Jh0s4oKn,2022-02-04 10:29:46
564,https://health.universityofcalifornia.edu/news/uc-hospitals-gradually-resume-essential-services-based-10-principles-0,text/html; charset=UTF-8,200,OK,Indexable,,UC hospitals gradually resume essential services based on 10 principles | University of California Health,105,915,"Today, the University of California’s hospitals announced a gradual resumption of essential services at all five medical centers across the state.",146,891,,0,UC hospitals gradually resume essential services based on 10 principles,71,,0,,0,,,,https://health.universityofcalifornia.edu/news/uc-hospitals-gradually-resume-essential-services-based-10-principles-0,,,,,,37534,563,12.949,3,,2,2,0,1.31,71,44,0,13,12,0,,,,,8f9faaa24eba77f58fc27dbfa5dbab30,0.474,,,,,1.1,https://health.universityofcalifornia.edu/news/uc-hospitals-gradually-resume-essential-services-based-10-principles-0,2022-02-04 10:29:46
565,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/2020-annual-report-on-sustainable-practices2.jpg?itok=Ljq_Ok-f,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,20902,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.309,"Tue, 09 Nov 2021 22:18:39 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-05/2020-annual-report-on-sustainable-practices2.jpg?itok=Ljq_Ok-f,2022-02-04 10:29:47
566,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_veterinarians%20slide.png?itok=IbYqcWDF,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,20009,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.264,"Tue, 09 Nov 2021 12:37:34 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-map_veterinarians%20slide.png?itok=IbYqcWDF,2022-02-04 10:29:47
567,https://health.universityofcalifornia.edu/news/university-california-health-launches-human-donor-milk-bank-help-newborns-1,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health launches human donor milk bank to help newborns | University of California Health,113,993,"University of California Health has launched an innovative human milk bank to help improve the lives of newborns, infants and their families.",141,861,,0,University of California Health launches human donor milk bank to help newborns,79,About University of California Health,37,,0,,,,https://health.universityofcalifornia.edu/news/university-california-health-launches-human-donor-milk-bank-help-newborns-1,,,,,,40885,996,18.219,3,,2,2,0,1.31,71,44,0,16,14,0,,,,,1b376a5ebc865401f960b9bfee431abf,0.508,,,,,1.1,https://health.universityofcalifornia.edu/news/university-california-health-launches-human-donor-milk-bank-help-newborns-1,2022-02-04 10:29:46
568,https://health.universityofcalifornia.edu/sites/default/files/inline-images/ucr-students-by-Carlos-Puma.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,25843,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.235,"Wed, 03 Nov 2021 15:38:22 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/ucr-students-by-Carlos-Puma.jpg,2022-02-04 10:29:47
569,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-community-benefits-fy2019-2021%20slide.png?itok=0ACND69t,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,16776,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.226,"Tue, 09 Nov 2021 13:33:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_325x325/public/2021-06/UCH-community-benefits-fy2019-2021%20slide.png?itok=0ACND69t,2022-02-04 10:29:47
